ref_id,authors,published_year,journal,doi,title,abstract,country,country_imputed,country_combined,biome_classified,biome_imputed,biome_combined,spatial_scale,deployment_number,site_number,trap_night,temporal_scale_month,taxonomy_scope,primary_taxonomic_group,scientific_name,species_count_minimum,focal_species_emphasis,focal_species_scientific_name,abundance,occupancy,density,species_distribution,detectability,demographic_rate,population_growth_rate,social_dynamics,group_size,group_composition,age_structure,sex_ratio,space_use_extent,habitat_landscape_use,dispersal,connectivity,within_species_spatial_overlap,behavioral_response_to_factor,diel_activity,behavioral_state_classification,predator_prey_interaction,interspecific_competition,scavenging,herbivory,seed_dispersal,interspecific_temporal_spatial_avoidance,species_richness,diversity_or_evenness,community_composition,trophic_or_functional_structure,human_wildlife_overlap,anthropogenic_disturbance_effect,direct_human_pressure,sampling_method,camera_main,statistical_method_listed,statistical_method_other,study_approach,temporal_design,extraction_confidence
RO0067,"Mendes, CP; Liu, XH; Amir, Z; Moore, JH; Luskin, MS",2024,AUSTRAL ECOLOGY,10.1111/aec.13470,A multi-scale synthesis of mousedeer habitat associations in Southeast Asia reveals declining abundance but few extirpations in fragments and edges,"Habitat loss and fragmentation profoundly impact Southeast Asian rainforest biodiversity and ecosystem functioning. While many larger herbivores are hunted and area-demanding apex predators are lost from degraded forests (logged forests, forest fragments and forest edges), smaller herbivore species may be comparatively resilient or even benefit from a release from competition and predation in degraded forests. Mousedeer (or chevrotains) in the Tragulus genus are some of the world's smallest ungulates (1.5-4.5 kg) and are widespread in Southeast Asia. We evaluated mousedeer habitat associations at three spatial scales. At the regional scale, presence-only species distribution modelling suggested mousedeer are negatively associated with aridity and elevation. At the landscape scale, variation capture rates among 186 published camera trapping studies suggested mousedeer are negatively associated with forest degradation and elevation. At the local scale (within landscapes), mousedeer abundance sampled with 1218 cameras at 10 landscapes and analysed with hierarchical abundance modelling suggested mousedeer are negatively associated with humans and elevation. Mousedeer diel activity patterns shifted towards increased nocturnality in degraded forests, possibly to avoid interactions with diurnal humans. Taken together, mousedeer prefer wet lowland forests and they persist - but decline - in degraded habitats and near humans. One exception was degraded forest fragments of Singapore where mousedeer are very abundant, likely due to the absence of hunting and predators. Our results emphasize that small herbivores persisting in fragmented rainforests decline relative to intact forests and thus are unlikely to be experiencing significant release from competition or predation. They also differ from small omnivorous generalists who experience beneficial foraging opportunities at edges. In degraded forests where larger wildlife has been lost, even low densities of small herbivores may perpetuate important ecological interactions such as herbivory, seed dispersal, or as prey for remaining predators.Mousedeer habitat associations were evaluated at multiple spatial scales. Mousedeer abundance is associated with low-altitude areas, with high forest integrity and low human presence. Nevertheless, mousedeer can persist in low-integrity forests surrounded by densely populated matrix.image",Singapore,NA,Singapore,rainforest,NA,rainforest,regional,1218,10,NA,NA,single_species,mammal,Tragulus,1,1,Tragulus,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,camera,1,abundance_model;SDM,NA,observational,NA,95
RO0068,"Bajaru, S; Pal, S; Prabhu, M; Patel, P; Khot, R; Apte, D",2020,PLOS ONE,10.1371/journal.pone.0240989,"A multi-species occupancy modeling approach to access the impacts of land use and land cover on terrestrial vertebrates in the Mumbai Metropolitan Region (MMR), Western Ghats, India","Urbanization is one of the main drivers in the conversion of natural habitats into different land use and land cover types (LULC) which threaten the local as well as global biodiversity. This impact is particularly alarming in tropical countries like India, where similar to 18% of the world's population live, and its ever-growing economy (i.e., industrial development) expanded urban areas by several folds. We undertook this study to examine the impacts of urbanization (i.e., LULC) on terrestrial vertebrates (mammals, birds, reptiles, and amphibians) in the Mumbai Metropolitan Region (MMR), Western Ghats, India. We sampled different habitats ranged from highly disturbed urban areas to less disturbed forested areas. Multiple sampling methods such as quadrat sampling, line transect, point count, and camera trapping were used to quantify the target taxa. We used multi-species occupancy modeling in the Bayesian framework to estimate detection probability and occupancy and to assess the effect of various LULC on different species. All four groups showed a significant negative impact of increasing anthropogenic habitat cover on occupancy. Out of 213 species detected in this study, 96% of mammals, 85% of birds, 93.75% of amphibians, and 69.43% of reptiles showed a negative effect of anthropogenic habitat cover. Evidence suggests that historical and recent human disturbances could have played an important role in transforming this area from semi-evergreen and moist deciduous forest to open, scrubby, dry deciduous, and fire-prone landscape. This might be the reason for the high occupancy of open and degraded forest habitat preferring species in our study area. We recommend species-rich areas in the MMR, e.g., Karnala Bird Sanctuary (KBS) and Prabalgad-Matheran-Malanggad Hill Range (PMMHR), must be conserved through habitat restoration, ecotourism, public awareness, and policymaking.",India,NA,India,NA,rainforest,rainforest,regional,NA,NA,NA,NA,community,multi_taxa,NA,213,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera;transect,1,multi_species_occupancy,NA,observational,NA,95
RO0069,"Fotsing, EDB; Kamkeng, MMF",2025,AFRICAN JOURNAL OF ECOLOGY,10.1111/aje.70048,"A Multi-Species Occupancy Modelling Approach to Access the Impacts of Ecological Covariates on Terrestrial Vertebrates in a Tropical Hotspot in Central, Cameroon","Mammalian communities living in tropical forests, particularly those in ecological transition zones, are under constant threat from human activities. In many regions, baseline data on mammal richness, occupancy, detection probability and the environmental factors that influence these metrics are lacking. As a key metric for guiding conservation decisions, species richness can be underestimated due to varying detection probabilities, leading to species being overlooked. Advances in technology and methodology have revolutionised wildlife monitoring, fostering the increase of multi-species occupancy models (MSOMs) for efficient studies of community, shifting focus from single species to entire communities. MSOMs, hierarchical models that share information across species via random effects, address imperfect detection to provide accurate and unbiased species richness estimates. To fill this information gap, we used cameras trap data from Mpem and Djim National Park, Central Cameroun. We used generalised linear models and a model selection approach to evaluate factors affecting species detection events. Similarly, we used MSOMs within a Bayesian hierarchical framework to evaluate our initial species richness estimate at each camera trap location and to understand the influence of environmental covariates on the occupancy and detection probability of 19 vertebrates recorded in the area to inform management decisions for these species. From 915 independent photographic events obtained over 1700 days of capture, the study results highlight the importance of habitat, distance to river, normalised difference vegetation index and topographic position index (TPI) in explaining patterns of detection events. We found that forest (GLM: B 0.31, IRR 1.36, CI 0.14-0.48, p < 0.001), NDVI (GLM: B 0.31, IRR 1.36, CI 0.21-0.41, p < 0.001) and TPI (GLM: B 0.17, IRR 1.19, CI 0.08-0.26, p < 0.001) were positively associated with species detection events, whereas distance to river (GLM: B -0,19, IRR 0.83, CI 0.0.27 to (-0.11), p < 0.001) was negatively associated with species detection events. However, the mean probability of community occupancy was 0.33 +/- 0.10 [2.5%-97.5% CI: 0.17, 0.54], while the mean probability of community detection was 0.07 +/- 0.02 [2.5%-95% CI: 0.04, 0.12], indicating that, on average, approximately 33% of the sites are likely to be occupied by the community of interest, with a 7% probability of detection at occupied sites. After accounting for imperfect detection, the maximum occupancy and detection probability estimated from the MSOMs were 0.88 +/- 0.07 (2.5%-97.5% CI: 0.71-0.98) and 0.22 +/- 0.2 (2.5%-97.5% CI: 0.18-0.27) for Philantomba monticola, respectively. Globally, the community responses were close to zero and relatively weak, probably due to mixed responses at the species level. Despite their weak effect, distance to road (beta: -1.53 +/- 1.97 [2.5%-97.5% CI: -1.72-5.62]) and NDVI (beta: -0.09 +/- 0.22 [2.5%-97.5% CI: -0.50-0.38]) had a negative significant effect on occupancy. However, there were significant responses at the species level with Cephalophus nigrifrons, for example, exhibiting a strong response to NDVI. This study contributes to baseline information on the ecology of mammal communities in Central Cameroon and supports the need for future multi-season surveys to understand the influence of temporal factors on community occupancy and richness in the area.",Cameroon,NA,Cameroon,rainforest,NA,rainforest,local,NA,NA,1700,NA,community,mammal,Philantomba monticola;Cephalophus nigrifrons,19,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera,1,glm;multi_species_occupancy,NA,observational,NA,95
RO0073,"Khanyari, M.; Sanyal, O.; Chandan, P.; Bajaj, D.; Sharma, C.; Rana, M.; Sharma, N.; Bashir, T.; Suryawanshi, K.",2024,Integr. Conserv.,10.1002/inc3.61,"A new dawn? Population baselines of snow leopards and other mammals of the Kishtwar High Altitude National Park, India","Accurately assessing the status of threatened species requires reliable population estimates. Despite this necessity, only a small proportion of the global distribution range of the vulnerable snow leopard (Panthera uncia) has been systematically sampled. The Indian section of the Greater Himalayas, which includes Kishtwar High Altitude National Park (KHANP), harbours potential snow leopard habitat. Nevertheless, there has been limited ecological and conservation research focusing on species that are specific to KHANP, as well as limited research on the broader biodiversity of the Greater Himalayas. We used Spatially Explicit Capture-Recapture (SECR) models to provide-to our knowledge-the first robust snow leopard population density and abundance estimates from KHANP. We also provide a Relative Abundance Index (RAI) for non-volant mammals (excluding small rodents). Our study sampled three catchments within the Dachhan region of KHANP-Kibber, Nanth and Kiyar-using 44 cameras over a 45-day period between May and June 2023. We identified four unique snow leopard individuals across 15 detections in nine camera locations. SECR analysis estimated a density of 0.50 snow leopards per 100 km2 (95% confidence interval: 0.13-1.86), corresponding to an abundance of four individual (4-9) adults. Camera trapping revealed a total of 16 mammal species, including the endangered Kashmir musk deer (Moschus cupreus). Marmots (Marmota caudata) had the highest RAI of 21.3 (+/-0.2). Although the estimated density and abundance of snow leopards in our study area had relatively wide 95% confidence intervals, our combined results of snow leopard densities and RAIs of prey species such as ibex and marmots indicate that KHANP is a potentially important area for snow leopards. Given the geopolitical history of Jammu and Kashmir in India, the region where KHANP is located, wildlife research remains a low priority. We hope our study encourages authorities to support further research. This study is an initial step towards evaluating the potential of KHANP as a conservation landscape under the Government of India's Project Snow Leopard. (C) 2024 The Author(s). Integrative Conservation published by John Wiley & Sons Australia, Ltd on behalf of Xishuangbanna Tropical Botanical Garden (XTBG).",India,NA,India,NA,coniferous_forest,coniferous_forest,local,44,3,1980,2,multi_species,mammal,Panthera uncia;Moschus cupreus;Marmota caudata,16,1,Panthera uncia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,camera,1,RAI;SCR,NA,observational,cross_sectional,95
RO0074,"Khanyari, M; Sanyal, O; Chandan, P; Bajaj, D; Sharma, C; Rana, M; Sharma, N; Bashir, T; Suryawanshi, K",2024,INTEGRATIVE CONSERVATION,10.1002/inc3.61,"A new dawn? Population baselines of snow leopards and other mammals of the Kishtwar High Altitude National Park, India(sic)(sic)(sic)(sic)?(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(","Accurately assessing the status of threatened species requires reliable population estimates. Despite this necessity, only a small proportion of the global distribution range of the vulnerable snow leopard (Panthera uncia) has been systematically sampled. The Indian section of the Greater Himalayas, which includes Kishtwar High Altitude National Park (KHANP), harbours potential snow leopard habitat. Nevertheless, there has been limited ecological and conservation research focusing on species that are specific to KHANP, as well as limited research on the broader biodiversity of the Greater Himalayas. We used Spatially Explicit Capture-Recapture (SECR) models to provide-to our knowledge-the first robust snow leopard population density and abundance estimates from KHANP. We also provide a Relative Abundance Index (RAI) for non-volant mammals (excluding small rodents). Our study sampled three catchments within the Dachhan region of KHANP-Kibber, Nanth and Kiyar-using 44 cameras over a 45-day period between May and June 2023. We identified four unique snow leopard individuals across 15 detections in nine camera locations. SECR analysis estimated a density of 0.50 snow leopards per 100 km2 (95% confidence interval: 0.13-1.86), corresponding to an abundance of four individual (4-9) adults. Camera trapping revealed a total of 16 mammal species, including the endangered Kashmir musk deer (Moschus cupreus). Marmots (Marmota caudata) had the highest RAI of 21.3 (+/- 0.2). Although the estimated density and abundance of snow leopards in our study area had relatively wide 95% confidence intervals, our combined results of snow leopard densities and RAIs of prey species such as ibex and marmots indicate that KHANP is a potentially important area for snow leopards. Given the geopolitical history of Jammu and Kashmir in India, the region where KHANP is located, wildlife research remains a low priority. We hope our study encourages authorities to support further research. This study is an initial step towards evaluating the potential of KHANP as a conservation landscape under the Government of India's Project Snow Leopard.(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(Panthera uncia)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(KHANP),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic),(sic)(sic) KHANP (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)-(sic)(sic)(SECR)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)((sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic))(sic)(sic)(sic)(sic)(sic)(sic)(sic) (RAI).(sic) 2023 (sic)5(sic)(sic)6(sic)(sic)45(sic)(sic)(sic)(sic),(sic)(sic)44(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic) (Dachhan region) (sic)(sic)(sic)(sic)(sic)--(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)--(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic) 15 (sic)(sic)(sic)(sic)(sic)(sic)(sic) 4 (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).SECR(sic)(sic)(sic)(sic)(sic)(sic)(sic)100(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)0.50(sic)(sic)(sic)(95%(sic)(sic)(sic)(sic):0.13-1.86),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)4(sic)(4-9(sic))(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)16(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(Moschus cupreus).(sic)(sic),(sic)(sic)(sic)(sic)(Marmota caudata)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(RAI:21.3 ,SD:+/- 0.2).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)95%(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)((sic)(sic)(sic)(sic)(sic)(sic)(sic))(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),KHANP(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(KHANP(sic)(sic)(sic)(sic))(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic) KHANP(sic)(sic)(sic)(sic)(sic)""(sic)(sic)(sic)(sic)""(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).[(sic)(sic):(sic)(sic)]",India,NA,India,NA,temperate_deciduous_forest,temperate_deciduous_forest,local,44,NA,NA,2,multi_species,mammal,Panthera uncia;Moschus cupreus;Marmota caudata,16,1,Panthera uncia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,camera,1,RAI;SCR,NA,observational,cross_sectional,95
RO0076,"Mohamed, A; Brickle, N; Wilting, A",2017,FORKTAIL,NA,"A new record of Bornean Peacock Pheasant Polyplectron schleiermacheri from Sabah, Malaysia","The Bornean Peacock Pheasant Polyplectron schleiermacheri is an elusive, little-known Bornean endemic, with no recent records from Sabah, and a total population that may number only a few thousand individuals. In May-June 2016 the species was camera-trapped in the North Kuamut Forest Reserve in central Sabah. Up to three birds were recorded, on three separate dates, including an adult female and at least one apparent juvenile, the plumage of which has not previously been fully described. The birds were camera-trapped in an area of heavily degraded forest at an altitude of around 250 m. The images confirm the continued presence of Bornean Peacock Pheasant in Sabah, and at a previously unreported locality. They also provide evidence of breeding. These records are notable for being from heavily degraded forest, whereas the species is traditionally associated with primary forest. The area in which the records were made is now being targeted for conservation and restoration, with the prospect of further surveys. The record serves to remind visitors to Sabah's forests that they should remain vigilant for the calls of Bornean Peacock Pheasant.",Malaysia,NA,Malaysia,NA,rainforest,rainforest,local,NA,NA,NA,2,single_species,bird,Polyplectron schleiermacheri,1,1,Polyplectron schleiermacheri,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,camera,1,NA,NA,observational,cross_sectional,90
RO0077,"Rovero, F; Rathbun, GB; Perkin, A; Jones, T; Ribble, DO; Leonard, C; Mwakisoma, RR; Doggart, N",2008,JOURNAL OF ZOOLOGY,10.1111/j.1469-7998.2007.00363.x,A new species of giant sengi or elephant-shrew (genus Rhynchocyon) highlights the exceptional biodiversity of the Udzungwa Mountains of Tanzania,"A new species of sengi, or elephant-shrew, is described. It was discovered in the northern Udzungwa Mountains of Tanzania in 2005. Sengis (Order Macroscelidea, super-cohort Afrotheria) include four genera and 15 species of mammals that are endemic to Africa. This discovery is a significant contribution to the systematics of this small order. Based on 49 camera trap images, 40 sightings and five voucher specimens, the new sengi is diurnal and distinguished from the other three species of Rhynchocyon by a grizzled grey face, pale yellow to cream chest and chin, orange-rufous sides, maroon back and jet-black lower rump and thighs. The body weight of the new species is about 700 g, which is 25-50% greater than any other giant sengi. The new Rhynchocyon is only known from two populations that cover about 300 km(2) of montane forest. It has an estimated density of 50-80 individuals km(-2). This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains.",Tanzania,NA,Tanzania,NA,rainforest,rainforest,local,NA,NA,NA,NA,single_species,mammal,Rhynchocyon sp.,1,1,Rhynchocyon sp.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera;other,1,NA,NA,observational,NA,90
RO0082,"Gould, M.J.; Harrison, R.L.",2018,J. Mammal.,10.1093/jmammal/gyx142,A novel approach to estimating density of American badgers (Taxidea taxus) using automatic cameras at water sources in the Chihuahuan Desert,"American badgers (Taxidea taxus) are large members of the weasel family Mustelidae. Badgers are important predators and creators of burrows in ecosystems in which they occur, but they are not well studied. Their range occurs over most of North America; however, most studies of badgers have occurred in California and the northern portions of their range, while few have occurred in southern habitats. Badger density has been estimated in Utah, Idaho, Wyoming, and British Columbia with no estimates from desert habitats. To measure badger density in a desert habitat, we placed automatic cameras at anthropogenic water sources (drinkers) in the Chihuahuan Desert, identified individual badgers by their dorsal head stripes, and estimated density using spatially explicit capture-recapture analysis. We modeled the detection process for individuals as a function of time, survey region, a learned and trap-specific behavioral response, and a finite mixture model. We then hypothesized that soil composition, soil depth, and land cover influence variation in badger density. From 1,282 camera-nights, we recorded 301 badger visits (23.5 visits per 100 camera-nights) and identified 30 individuals 170 times. The top model included a trap-specific behavioral effect for I 0, a finite mixture model for the σ parameter, which controls the spatial scale over which the expected number of detections declines, and indicated that soil depth was an important covariate explaining variation in badger density. Estimated badger density was 0.10 badgers/km 2 (95% CI = 0.03-0.31), which is considerably less than the reported density estimates for nonendangered nondesert populations. Our method helps provide researchers with an ability to estimate density for American badgers in arid ecosystems. With modification, our method may be used across the geographic range of badgers, facilitating better understanding of an understudied species. (C) 2017 American Society of Mammalogists.",NA,NA,NA,desert,NA,desert,local,NA,NA,1282,NA,single_species,mammal,Taxidea taxus,1,1,Taxidea taxus,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera,1,SCR,NA,observational,NA,95
RO0088,"Boulerice, JT; Van Fleet, LA",2016,WILDLIFE SOCIETY BULLETIN,10.1002/wsb.701,A Novel Technique for Detecting Northern Flying Squirrels,"The northern flying squirrel (Glaucomys sabrinus) is currently recognized as a keystone species because of a symbiotic relationship between the squirrel, mycorrhizal fungi, and mature forests. As habitat loss threatens to challenge populations of flying squirrels range-wide, wildlife managers and conservationists could benefit from new techniques to survey this nocturnal and secretive species. Here, we developed a novel noninvasive survey technique that combined remote cameras with enclosed bait tubes designed specifically for detecting the presence of flying squirrels. We used this technique to survey for northern flying squirrels throughout their range in Wyoming, USA, from May to October 2012-2014. This technique produce average daily probability detection rates of 54% (SE = 0.02%) with greater rates in the autumn (Aug-Oct). Detection rates varied with length of survey and number of camera stations, providing flexibility for managers to modify survey design depending on project objectives. This technique also nullified the risk of capture myopathy, to which flying squirrels may be susceptible when surveyed using live-trapping methods. Our results suggest that remote cameras combined with enclosed bait tubes can be a cost-efficient and effective tool in assessing and monitoring population trends in occupancy and distribution of northern flying squirrels throughout their range. (C) 2016 The Wildlife Society.",United States,NA,United States,NA,NA,NA,regional,NA,NA,NA,30,single_species,mammal,Glaucomys sabrinus,1,1,Glaucomys sabrinus,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera,1,occupancy_model,NA,observational,longitudinal,95
RO0089,"Lundgren, EJ; Ramp, D; Middleton, OS; Wooster, EIF; Kusch, E; Balisi, M; Ripple, WJ; Hasselerharm, CD; Sanchez, JN; Mills, M; Wallach, AD",2022,JOURNAL OF ANIMAL ECOLOGY,10.1111/1365-2656.13766,A novel trophic cascade between cougars and feral donkeys shapes desert wetlands,"1. Introduced large herbivores have partly filled ecological gaps formed in the late Pleistocene, when many of the Earth's megafauna were driven extinct However, extant predators are generally considered incapable of exerting top-down influences on introduced megafauna, leading to unusually strong disturbance and herbivory relative to native herbivores.2. We report on the first documented predation of juvenile feral donkeys Equus africanus asinus by cougars Puma concolor in the Mojave and Sonoran Deserts of North America. We then investigated how cougar predation corresponds with differences in feral donkey behaviour and associated effects on desert wetlands.3. Focusing on a feral donkey population in the Death Valley National Park, we used camera traps and vegetation surveys to compare donkey activity patterns and impacts between wetlands with and without cougar predation.4. Donkeys were primarily diurnal at wetlands with cougar predation, thereby avoiding cougars. However, donkeys were active throughout the day and night at sites without predation. Donkeys were similar to 87% less active (measured as hours of activity a day) at wetlands with predation (p <0.0001). Sites with predation had reduced donkey disturbance and herbivory, including similar to 46% fewer access trails, 43% less trampled bare ground and 192% more canopy cover (PERMANOVA, R-2 = 0.22, p = 0.0003).5. Our study is the first to reveal a trophic cascade involving cougars, feral equids and vegetation. Cougar predation appears to rewire an ancient food web, with diverse implications for modern ecosystems. Our results suggest that protecting apex predators could have important implications for the ecological effects of introduced megafauna.",United States,NA,United States,desert,NA,desert,local,NA,NA,NA,NA,single_species,mammal,Equus africanus asinus;Puma concolor,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,camera;transect,1,other,PERMANOVA,observational,cross_sectional,95
RO0091,"Noble, TJ; Lortie, CJ; Westphal, M; Butterfield, HS",2016,GIGASCIENCE,10.1186/s13742-016-0145-2,A picture is worth a thousand data points: an imagery dataset of paired shrub-open microsites within the Carrizo Plain National Monument,"Background: Carrizo Plain National Monument (San Joaquin Desert, California, USA) is home to many threatened and endangered species including the blunt-nosed leopard lizard (Gambelia sila). Vegetation is dominated by annual grasses, and shrubs such as Mormon tea (Ephedra californica), which is of relevance to our target species, the federally listed blunt-nosed leopard lizard, and likely also provides key ecosystem services. We used relatively nonintrusive camera traps, or trail cameras, to capture interactions between animals and these shrubs using a paired shrub-open deployment. Cameras were placed within the shrub understory and in open microhabitats at ground level to estimate animal activity and determine species presence.Findings: Twenty cameras were deployed from April 1st, 2015 to July 5th, 2015 at paired shrub-open microsites at three locations. Over 425,000 pictures were taken during this time, of which 0.4 % detected mammals, birds, insects, and reptiles including the blunt-nosed leopard lizard. Trigger rate was very high on the medium sensitivity camera setting in this desert ecosystem, and rates did not differ between microsites.Conclusions: Camera traps are an effective, less invasive survey method for collecting data on the presence or absence of desert animals in shrub and open microhabitats. A more extensive array of cameras within an arid region would thus be an effective tool to estimate the presence of desert animals and potentially detect habitat use patterns.",United States,NA,United States,desert,NA,desert,local,20,3,NA,3,community,multi_taxa,Gambelia sila,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera,1,NA,NA,observational,cross_sectional,95
RO0092,"O'Brien, TG; Kinnaird, MF",2008,BIRD CONSERVATION INTERNATIONAL,10.1017/S0959270908000348,A picture is worth a thousand words: the application of camera trapping to the study of birds,"This study reviews the use of remotely triggered still cameras, known as camera traps, in bird research and Suggests new methods useful for analyzing camera trap data. Camera trapping may be most appropriate for large, ground-dwelling birds, such as cracids and pheasants. Recent applications include documentation of occurrence of rare species and new species records, nest predation studies and behavioural studies including nest defence, frugivory, seed dispersal, and activity budgets. If bird postures are analyzed, it may be possible to develop behavioural time budgets. If birds are marked or individually identifiable, abundance may be estimated through capture-recapture methods typically used for mammals. We discourage use of relative abundance indices based on trapping effort because of the difficulty of standardizing surveys over time and space. Using the Great Argus Pheasant Argus argusianus, a cryptic, terrestrial, forest bird as an example, we illustrate applications of occupancy analysis to estimate proportion Of Occupied habitat and finite mixture models to estimate abundance when individual identification is not possible. These analyses are useful because they incorporate detection probabilities < 1 and covariates that affect the sample site or the observation process. Results are from camera trap surveys in the 3,568 km(2) Bukit Barisan Selatan National Park, Indonesia. We confirmed that Great Argus Pheasants prefer primary forest below 500 m. We also find a decline in occupancy (6-8% yr(-1)). Point estimates of abundance peak in 2000, followed by a sharp decline. We discuss the effects of rarity, detection probability and sampling effort on accuracy and precision of estimates.",Indonesia,NA,Indonesia,rainforest,NA,rainforest,local,NA,NA,NA,NA,single_species,bird,Argusianus argus,1,1,Argusianus argus,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera,1,abundance_model;occupancy_model,NA,observational,longitudinal,95
